name,url,stars,description,license,question_issues,help_wanted_issues,total_issues,community_score,created_at
microsoft/Document-Knowledge-Mining-Solution-Accelerator,https://github.com/microsoft/Document-Knowledge-Mining-Solution-Accelerator,69,"Solution accelerator built on Azure OpenAI Service and Azure AI Document Intelligence to process and extract summaries, entities, and metadata from unstructured, multi-modal documents and enable searching and chatting over this data.",The MIT License,0,0,38,0,2024-09-19
Webreaper/SolisAgileManager,https://github.com/Webreaper/SolisAgileManager,17,Solis Inverter Manager for Octopus Agile Tariffs,The MIT License,0,0,31,0,2025-01-08
yn01-dev/Lua-CSharp,https://github.com/yn01-dev/Lua-CSharp,303,High performance Lua interpreter implemented in C# for .NET and Unity,The MIT License,0,0,29,0,2024-09-20
FireCubeStudios/DarkSky,https://github.com/FireCubeStudios/DarkSky,195,BlueSky client for Windows 10/11,The MIT License,0,0,29,0,2024-11-12
DuendeSoftware/foss,https://github.com/DuendeSoftware/foss,50,Duende's Free and Open Source software.,Apache License 2.0,0,0,27,0,2024-10-04
dotnet/xcsync,https://github.com/dotnet/xcsync,22,xcsync is designed to provide .NET developers with improved support for editing Apple specific files for MAUI and .NET for iOS/tvOS/macOS/macCatalyst projects.,The MIT License,0,0,27,0,2024-08-08
marinasundstrom/CheckedExceptions,https://github.com/marinasundstrom/CheckedExceptions,16,Enforce better exception handling in C#/.NET by ensuring exceptions are explicitly handled.,The MIT License,0,0,23,0,2024-11-12
StarKRE22/Atomic,https://github.com/StarKRE22/Atomic,34,Architectural framework for developing games in C# and Unity,The MIT License,0,0,22,0,2024-08-13
RiversideValley/Toolkit,https://github.com/RiversideValley/Toolkit,16,The ultimate toolkit for building modern apps.,The MIT License,0,0,22,0,2024-10-11
Delt06/aaaa-rp,https://github.com/Delt06/aaaa-rp,46,🌟 A Scriptable Render Pipeline (SRP) featuring modern high fidelity rendering techniques.,The MIT License,0,0,19,0,2024-07-07
specklesystems/speckle-sharp-connectors,https://github.com/specklesystems/speckle-sharp-connectors,30,Speckle Connectors V3,Apache License 2.0,0,0,19,0,2024-07-04
esdg/GodotSceneManager,https://github.com/esdg/GodotSceneManager,22,The Scene Manager plugin enhances your Godot development workflow by providing a visual graph editor for managing transitions between scenes.,The MIT License,0,0,18,0,2024-07-12
jenius-apps/beeskie,https://github.com/jenius-apps/beeskie,95,A Windows app for Bluesky,The MIT License,0,0,16,0,2024-11-14
syncfusion/maui-toolkit,https://github.com/syncfusion/maui-toolkit,328,"Syncfusion Toolkit for .NET MAUI offers high-quality UI controls to help you build rich, high-performance applications for iOS, Android, macOS, and Windows from a single codebase",The MIT License,0,0,14,0,2024-10-03
publicrust/rust-analyzer,https://github.com/publicrust/rust-analyzer,17,,The MIT License,0,0,14,0,2024-11-27
BAndysc/AvaloniaVisualBasic6,https://github.com/BAndysc/AvaloniaVisualBasic6,1370,A recreation of the classic Visual Basic 6 IDE and language in C# with Avalonia,The MIT License,0,0,12,0,2024-11-07
SakiRinn/LiveCaptions-Translator,https://github.com/SakiRinn/LiveCaptions-Translator,226,A real-time speech translation tool based on Windows LiveCaptions.,The MIT License,0,0,12,0,2024-09-13
VedalAI/neuro-game-sdk,https://github.com/VedalAI/neuro-game-sdk,210,Neuro Game API + SDK for allowing Neuro to play games,The MIT License,0,0,12,0,2024-12-04
friflo/Friflo.Engine.ECS,https://github.com/friflo/Friflo.Engine.ECS,253,High-performance C# ECS,The MIT License,0,0,11,0,2024-07-24
SharpLogic/LightNap,https://github.com/SharpLogic/LightNap,72,LightNap (lightweight .NET/Angular/PrimeNG) is a full stack starter kit designed to provide a boost to Single Page Applications (SPA).,The MIT License,0,0,11,0,2024-10-11
DevOpsVisions/question2answer-automation-toolkit,https://github.com/DevOpsVisions/question2answer-automation-toolkit,22,Question2Answer Automation Toolkit,The MIT License,0,0,11,0,2024-07-29
Dotnetflare/dotnetflare,https://github.com/Dotnetflare/dotnetflare,16,Dotnet Flare is an extensive open-source repository designed to cover the entire world of C# and .NET programming.,The MIT License,0,0,11,0,2024-10-14
dragonloverlord/RyujinxBackup,https://github.com/dragonloverlord/RyujinxBackup,15,,The MIT License,0,0,11,0,2024-10-01
AwesomeAssertions/AwesomeAssertions,https://github.com/AwesomeAssertions/AwesomeAssertions,497,A fork of FluentAssertions controlled by the community.,Apache License 2.0,0,0,10,0,2025-01-14
mohammadKarimi/Riter,https://github.com/mohammadKarimi/Riter,215,"Riter is not a pen, it's your mind.",The MIT License,0,0,10,0,2024-08-23
LittleLittleCloud/StepWise,https://github.com/LittleLittleCloud/StepWise,107,"A C# framework to build, visualize and execute event-driven workflow",The MIT License,0,0,10,0,2024-09-10
Vertex-Form-3D/vertexform3d-unity-vr-starterkit,https://github.com/Vertex-Form-3D/vertexform3d-unity-vr-starterkit,67,Open Source unity vr multiplayer framework,The MIT License,0,0,10,0,2025-01-18
thomasgalliker/CameraScanner.Maui,https://github.com/thomasgalliker/CameraScanner.Maui,48,Camera preview and barcode scanner for .NET MAUI apps,The MIT License,0,0,9,0,2024-07-03
FlorianButz/DynamicWin,https://github.com/FlorianButz/DynamicWin,152,A Dynamic Island inspired app for Windows machines. ,Creative Commons Attribution Share Alike 4.0 International,0,0,8,0,2024-07-28
AArnott/Nerdbank.MessagePack,https://github.com/AArnott/Nerdbank.MessagePack,74,A .NET MessagePack serialization library with great performance and simplicity.,The MIT License,0,0,8,0,2024-10-27
microsoft/micronaire,https://github.com/microsoft/micronaire,49,A RAG evaluation pipeline for Semantic Kernel,The MIT License,0,0,8,0,2024-09-27
dcronqvist/DotTiled,https://github.com/dcronqvist/DotTiled,32,📚 A .NET library for loading Tiled maps and tilesets,The MIT License,0,0,8,0,2024-07-21
spotflow-io/in-memory-azure-test-sdk,https://github.com/spotflow-io/in-memory-azure-test-sdk,29,"Drop-in fakes of Azure .NET SDKs to make your tests runnable locally, without real infrastructure, blazing-fast and reliable.",The MIT License,0,0,8,0,2024-08-09
sousou63/DarkRP,https://github.com/sousou63/DarkRP,22,S&Box roleplay gamemode,The MIT License,0,0,8,0,2024-08-07
NimblePros/Metronome,https://github.com/NimblePros/Metronome,19,A simple tool for tracking Database and Http calls per ASP.NET Core request.,The MIT License,0,0,8,0,2024-12-18
vbandi/RxAI,https://github.com/vbandi/RxAI,19,The RX.Net Way to AI,The MIT License,0,0,8,0,2024-10-11
friflo/friflo-ecs-unity,https://github.com/friflo/friflo-ecs-unity,17,friflo ECS · Unity C# extension package,The MIT License,0,0,8,0,2024-09-04
Space-Kobold/Alpha-Paradox,https://github.com/Space-Kobold/Alpha-Paradox,16,,The MIT License,0,0,8,0,2024-12-19
WPFDevelopersOrg/XNode,https://github.com/WPFDevelopersOrg/XNode,172,可视化程序编辑器，类似虚幻引擎的蓝图。A visual programming editor similar to Unreal Engine's Blueprint.,The MIT License,0,0,7,0,2024-08-04
Drommedhar/DlssUpdater,https://github.com/Drommedhar/DlssUpdater,138,"DlssUpdater is a tool to conveniently configure all 3 instances of DLSS libraries (Upscaling, Ray Reconstruction, Frame Generation) used by your games.",The MIT License,0,0,7,0,2024-09-24
Azure-Samples/gen-ai-bot-in-a-box,https://github.com/Azure-Samples/gen-ai-bot-in-a-box,54,This template deploys a Generative AI Virtual Assistant using Azure OpenAI and Bot Framework.,The MIT License,0,0,7,0,2024-08-02
glutzer/SneedSmoother,https://github.com/glutzer/SneedSmoother,30,,The MIT License,0,0,7,0,2024-07-26
BAndysc/Classic.Avalonia,https://github.com/BAndysc/Classic.Avalonia,230,Classic Theme and Controls for Avalonia,The MIT License,0,0,6,0,2024-10-15
Project-GagSpeak/client,https://github.com/Project-GagSpeak/client,29,Cordelia's Passion Project in it's Final Form. A project for all BDSM Enjoyers to have as a free tool for fun and enjoyment. ♥,Apache License 2.0,0,0,6,0,2024-11-23
hpavlo/Rememory,https://github.com/hpavlo/Rememory,24,Rememory | Clipboard Manager,The MIT License,0,0,6,0,2024-12-15
Darkdriller/PowerToys-Run-LocalLLm,https://github.com/Darkdriller/PowerToys-Run-LocalLLm,16,use Local LLM on PowerToys Run,The MIT License,0,0,6,0,2024-08-19
builtbybel/SuperMSConfig,https://github.com/builtbybel/SuperMSConfig,375,MSConfig of our dreams...,The MIT License,0,0,5,0,2024-08-31
sdcb/chats,https://github.com/sdcb/chats,255,Flexible frontend for managing and deploying language models.,Apache License 2.0,0,0,5,0,2024-11-11
LSXPrime/SoundFlow,https://github.com/LSXPrime/SoundFlow,162,"A powerful and extensible cross-platform .NET audio engine. provides comprehensive audio processing capabilities including playback, recording, effects, analysis, and visualization, built with a modular and high-performance architecture.",The MIT License,0,0,5,0,2025-02-08
microsoft/profile-explorer,https://github.com/microsoft/profile-explorer,136,CPU profiling trace viewer,The MIT License,0,0,5,0,2024-08-13
