name,url,stars,description,license,question_issues,help_wanted_issues,total_issues,community_score,created_at
huanngzh/ComfyUI-MVAdapter,https://github.com/huanngzh/ComfyUI-MVAdapter,278,Custom nodes for using MV-Adapter in ComfyUI.,Apache License 2.0,1,5,23,6,2024-12-01
tahnok/colmi_r02_client,https://github.com/tahnok/colmi_r02_client,436,A python client + documentation for the Colmi R02 smart ring,The MIT License,0,6,19,6,2024-08-13
camel-ai/oasis,https://github.com/camel-ai/oasis,656,🏝️ OASIS: Open Agent Social Interaction Simulations with One Million Agents. https://oasis.camel-ai.org,Apache License 2.0,6,0,16,6,2024-11-13
MinishLab/model2vec,https://github.com/MinishLab/model2vec,1065,Fast State-of-the-Art Static Embeddings,The MIT License,6,0,7,6,2024-07-18
awslabs/multi-agent-orchestrator,https://github.com/awslabs/multi-agent-orchestrator,4186,Flexible and powerful framework for managing multiple AI agents and handling complex conversations,Apache License 2.0,1,4,33,5,2024-07-23
potpie-ai/potpie,https://github.com/potpie-ai/potpie,2533,Prompt-To-Agent : Create custom engineering agents for your codebase,Apache License 2.0,1,4,29,5,2024-08-12
business-science/ai-data-science-team,https://github.com/business-science/ai-data-science-team,1308,An AI-powered data science team of agents to help you perform common data science tasks 10X faster.,The MIT License,5,0,20,5,2024-12-11
NovaSky-AI/SkyThought,https://github.com/NovaSky-AI/SkyThought,2634,Sky-T1: Train your own O1 preview model within $450,Apache License 2.0,1,4,18,5,2025-01-09
awslabs/git-remote-s3,https://github.com/awslabs/git-remote-s3,547,,Apache License 2.0,5,0,5,5,2024-10-17
volfpeter/htmy,https://github.com/volfpeter/htmy,291,"Async, pure-Python rendering engine.",The MIT License,1,4,5,5,2024-10-03
genmoai/mochi,https://github.com/genmoai/mochi,2916,The best OSS video generation models,Apache License 2.0,4,0,49,4,2024-09-11
CatchTheTornado/text-extract-api,https://github.com/CatchTheTornado/text-extract-api,2375,"Document (PDF, Word, PPTX ...) extraction and parse API using state of the art modern OCRs + Ollama supported models. Anonymize documents. Remove PII. Convert any document or picture to structured JSON or Markdown",The MIT License,2,2,42,4,2024-10-23
ucbepic/docetl,https://github.com/ucbepic/docetl,1673,A system for agentic LLM-powered data processing and ETL,The MIT License,1,3,36,4,2024-07-09
cyclotruc/gitingest,https://github.com/cyclotruc/gitingest,6186,Replace 'hub' with 'ingest' in any github url to get a prompt-friendly extract of a codebase ,The MIT License,0,4,32,4,2024-11-29
multimodal-art-projection/YuE,https://github.com/multimodal-art-projection/YuE,3862,"YuE: Open Full-song Music Generation Foundation Model, something similar to Suno.ai but open",Apache License 2.0,1,3,30,4,2025-01-23
lastmile-ai/mcp-agent,https://github.com/lastmile-ai/mcp-agent,492,Build effective agents using Model Context Protocol and simple workflow patterns,Apache License 2.0,0,4,11,4,2024-12-18
martinpacesa/BindCraft,https://github.com/martinpacesa/BindCraft,445,User friendly and accurate binder design pipeline,The MIT License,2,2,7,4,2024-09-18
fan-ziqi/robot_lab,https://github.com/fan-ziqi/robot_lab,297,"RL Extension Library for Robots, Based on IsaacLab.",Apache License 2.0,4,0,1,4,2024-07-06
filipstrand/mflux,https://github.com/filipstrand/mflux,1211,A MLX port of FLUX based on the Huggingface Diffusers implementation.,The MIT License,3,0,21,3,2024-08-10
shun-liang/yt2doc,https://github.com/shun-liang/yt2doc,313,"YouTube, Apple Podcasts (and more) to readable Markdown.",The MIT License,1,2,12,3,2024-09-06
yeonholee50/AmpyFin,https://github.com/yeonholee50/AmpyFin,369,Machine learning trading system that trades while also training.,The MIT License,0,3,11,3,2024-09-25
Azzedde/paper_to_podcast,https://github.com/Azzedde/paper_to_podcast,470,"A very quick project that transforms research papers into engaging three-person discussions, offering an intuitive and thought-provoking listening experience. Perfect for podcast enthusiasts seeking a fresh way to explore academic content.",Apache License 2.0,0,3,4,3,2024-10-27
Kaliiiiiiiiii-Vinyzu/patchright-python,https://github.com/Kaliiiiiiiiii-Vinyzu/patchright-python,247,Undetected Python version of the Playwright testing and automation library. ,Apache License 2.0,1,2,1,3,2024-11-02
souzatharsis/podcastfy,https://github.com/souzatharsis/podcastfy,3182,An Open Source Python alternative to NotebookLM's podcast feature: Transforming Multimodal Content into Captivating Multilingual Audio Conversations with GenAI,Apache License 2.0,2,0,82,2,2024-09-30
gusye1234/nano-graphrag,https://github.com/gusye1234/nano-graphrag,2414,"A simple, easy-to-hack GraphRAG implementation",The MIT License,1,1,58,2,2024-07-25
AnswerDotAI/byaldi,https://github.com/AnswerDotAI/byaldi,733,Use late-interaction multi-modal models such as ColPali in just a few lines of code.,Apache License 2.0,1,1,31,2,2024-09-04
chonkie-ai/chonkie,https://github.com/chonkie-ai/chonkie,2581,🦛 CHONK your texts with Chonkie ✨ - The no-nonsense RAG chunking library,The MIT License,1,1,18,2,2024-11-01
giuseppe99barchetta/SuggestArr,https://github.com/giuseppe99barchetta/SuggestArr,425,"Effortlessly request recommended movies, TV shows and anime to Jellyseer/Overseer based on your recently watched content on Jellyfin, Plex or Emby—let SuggestArr handle it all automatically, keeping your library fresh with new and exciting content!",The MIT License,2,0,17,2,2024-10-14
sentient-engineering/sentient,https://github.com/sentient-engineering/sentient,512,the framework/ sdk that lets you build browser controlling agents in 3 lines of code. join chat @ https://discord.gg/umgnyQU2K8,The MIT License,2,0,16,2,2024-09-01
Francis-Rings/StableAnimator,https://github.com/Francis-Rings/StableAnimator,1142,"We present StableAnimator, the first end-to-end ID-preserving video diffusion framework, which synthesizes high-quality videos without any post-processing, conditioned on a reference image and a sequence of poses.",The MIT License,0,2,13,2,2024-11-26
fpgmaas/cookiecutter-uv,https://github.com/fpgmaas/cookiecutter-uv,673,A modern cookiecutter template for Python projects that use uv for dependency management ,The MIT License,2,0,11,2,2024-09-02
FoundationVision/FlashVideo,https://github.com/FoundationVision/FlashVideo,326,FlashVideo:Flowing Fidelity to Detail for Efficient High-Resolution Video Generation,Apache License 2.0,0,2,10,2,2025-02-07
kennethreitz/simplemind,https://github.com/kennethreitz/simplemind,468,Python API client for AI providers that intends to replace LangChain and LangGraph for most common use cases.,Apache License 2.0,0,2,9,2,2024-10-28
wanghao9610/OV-DINO,https://github.com/wanghao9610/OV-DINO,289,Official implementation of OV-DINO: Unified Open-Vocabulary Detection with Language-Aware Selective Fusion,Apache License 2.0,1,1,6,2,2024-07-10
jahwag/ClaudeSync,https://github.com/jahwag/ClaudeSync,469,ClaudeSync is a Python tool that automates the synchronization of local files with Claude.ai Projects,The MIT License,2,0,5,2,2024-07-16
harsxv/tinystatus,https://github.com/harsxv/tinystatus,1519,Tiny status page generated by a Python script,The MIT License,0,2,4,2,2024-09-03
bowang-lab/MedRAX,https://github.com/bowang-lab/MedRAX,441,MedRAX: Medical Reasoning Agent for Chest X-ray,Apache License 2.0,0,2,3,2,2025-02-06
huggingface/smolagents,https://github.com/huggingface/smolagents,11205,🤗 smolagents: a barebones library for agents. Agents write python code to call tools and orchestrate other agents.,Apache License 2.0,1,0,164,1,2024-12-05
deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,86396,,The MIT License,1,0,124,1,2024-12-26
stacklok/codegate,https://github.com/stacklok/codegate,408,CodeGate: CodeGen Privacy and Security ,Apache License 2.0,1,0,98,1,2024-11-11
NVIDIA/nv-ingest,https://github.com/NVIDIA/nv-ingest,2532,"NVIDIA Ingest is an early access set of microservices for parsing hundreds of thousands of complex, messy unstructured PDFs and other enterprise documents into metadata and text to embed into retrieval systems.",Apache License 2.0,0,1,85,1,2024-08-22
jy0205/Pyramid-Flow,https://github.com/jy0205/Pyramid-Flow,2782,Code of Pyramidal Flow Matching for Efficient Video Generative Modeling,The MIT License,0,1,66,1,2024-10-06
bespokelabsai/curator,https://github.com/bespokelabsai/curator,814,Synthetic Data curation for post-training and structured data extraction,Apache License 2.0,1,0,60,1,2024-10-28
a-r-r-o-w/finetrainers,https://github.com/a-r-r-o-w/finetrainers,860,Memory-optimized training scripts for video models based on Diffusers,Apache License 2.0,0,1,47,1,2024-09-25
lmstudio-ai/venvstacks,https://github.com/lmstudio-ai/venvstacks,228,Virtual environment stacks for Python,The MIT License,1,0,46,1,2024-10-02
Lightricks/LTX-Video,https://github.com/Lightricks/LTX-Video,2854,Official repository for LTX-Video,Apache License 2.0,1,0,34,1,2024-11-20
Yuanshi9815/OminiControl,https://github.com/Yuanshi9815/OminiControl,1210,A minimal and universal controller for FLUX.1.,Apache License 2.0,1,0,33,1,2024-11-17
remsky/Kokoro-FastAPI,https://github.com/remsky/Kokoro-FastAPI,1597,"Dockerized FastAPI wrapper for Kokoro-82M text-to-speech model w/CPU ONNX and NVIDIA GPU PyTorch support, handling, and auto-stitching",Apache License 2.0,0,1,21,1,2024-12-30
clemlesne/scrape-it-now,https://github.com/clemlesne/scrape-it-now,510,Web scraper made for AI and simplicity in mind. It runs as a CLI that can be parallelized and outputs high-quality markdown content.,Apache License 2.0,0,1,16,1,2024-08-15
santinic/audiblez,https://github.com/santinic/audiblez,1668,Generate audiobooks from e-books,The MIT License,1,0,13,1,2025-01-14
magic-research/Sa2VA,https://github.com/magic-research/Sa2VA,884,🔥 Sa2VA: Marrying SAM2 with LLaVA for Dense Grounded Understanding of Images and Videos,Apache License 2.0,0,1,13,1,2025-01-06
huggingface/picotron,https://github.com/huggingface/picotron,731,Minimalistic 4D-parallelism distributed training framework for education purpose,Apache License 2.0,1,0,8,1,2024-09-18
MinishLab/semhash,https://github.com/MinishLab/semhash,525,Fast Semantic Text Deduplication,The MIT License,1,0,5,1,2024-10-13
itsOwen/CyberScraper-2077,https://github.com/itsOwen/CyberScraper-2077,1593,"A Powerful web scraper powered by LLM | OpenAI, Gemini & Ollama",The MIT License,0,1,2,1,2024-08-17
Goldziher/kreuzberg,https://github.com/Goldziher/kreuzberg,1254,"A text extraction library supporting PDFs, images, office documents and more",The MIT License,0,1,2,1,2025-01-31
lucidrains/nGPT-pytorch,https://github.com/lucidrains/nGPT-pytorch,273,"Quick implementation of nGPT, learning entirely on the hypersphere, from NvidiaAI",The MIT License,1,0,1,1,2024-10-08
iamarunbrahma/vision-parse,https://github.com/iamarunbrahma/vision-parse,268,Parse PDFs into markdown using Vision LLMs,The MIT License,1,0,1,1,2024-12-16
NVIDIA/Star-Attention,https://github.com/NVIDIA/Star-Attention,357,Efficient LLM Inference over Long Sequences,Apache License 2.0,1,0,0,1,2024-11-19
FunAudioLLM/CosyVoice,https://github.com/FunAudioLLM/CosyVoice,10810,"Multi-lingual large voice generation model, providing inference, training and deployment full-stack ability.",Apache License 2.0,0,0,542,0,2024-07-03
browser-use/browser-use,https://github.com/browser-use/browser-use,29883,Make websites accessible for AI agents,The MIT License,0,0,291,0,2024-10-31
cocktailpeanut/fluxgym,https://github.com/cocktailpeanut/fluxgym,1998,Dead simple FLUX LoRA training UI with LOW VRAM support,The MIT License,0,0,277,0,2024-09-05
kvcache-ai/ktransformers,https://github.com/kvcache-ai/ktransformers,10379,A Flexible Framework for Experiencing Cutting-edge LLM Inference Optimizations,Apache License 2.0,0,0,260,0,2024-07-26
MadcowD/ell,https://github.com/MadcowD/ell,5614,A language model programming library.,The MIT License,0,0,178,0,2024-07-22
huggingface/open-r1,https://github.com/huggingface/open-r1,20695,Fully open reproduction of DeepSeek-R1,Apache License 2.0,0,0,177,0,2025-01-24
black-forest-labs/flux,https://github.com/black-forest-labs/flux,20292,Official inference repo for FLUX.1 models,Apache License 2.0,0,0,155,0,2024-08-01
browser-use/web-ui,https://github.com/browser-use/web-ui,7386,Run AI Agent in your browser.,The MIT License,0,0,153,0,2025-01-02
deepseek-ai/Janus,https://github.com/deepseek-ai/Janus,16039,Janus-Series: Unified Multimodal Understanding and Generation Models,The MIT License,0,0,141,0,2024-10-18
kijai/ComfyUI-CogVideoXWrapper,https://github.com/kijai/ComfyUI-CogVideoXWrapper,1379,,Apache License 2.0,0,0,134,0,2024-08-05
microsoft/TRELLIS,https://github.com/microsoft/TRELLIS,7700,"Official repo for paper ""Structured 3D Latents for Scalable and Versatile 3D Generation"".",The MIT License,0,0,132,0,2024-12-02
Kwai-Kolors/Kolors,https://github.com/Kwai-Kolors/Kolors,4190,Kolors Team,Apache License 2.0,0,0,130,0,2024-07-05
XLabs-AI/x-flux-comfyui,https://github.com/XLabs-AI/x-flux-comfyui,1347,,Apache License 2.0,0,0,113,0,2024-08-12
antgroup/echomimic,https://github.com/antgroup/echomimic,3577,EchoMimic: Lifelike Audio-Driven Portrait Animations through Editable Landmark Conditioning,Apache License 2.0,0,0,107,0,2024-07-03
XLabs-AI/x-flux,https://github.com/XLabs-AI/x-flux,1883,,Apache License 2.0,0,0,107,0,2024-08-05
StartHua/Comfyui_CXH_joy_caption,https://github.com/StartHua/Comfyui_CXH_joy_caption,509,Recommended based on comfyui node pictures:Joy_caption + MiniCPMv2_6-prompt-generator + florence2,Apache License 2.0,0,0,105,0,2024-08-14
kijai/ComfyUI-FluxTrainer,https://github.com/kijai/ComfyUI-FluxTrainer,683,,Apache License 2.0,0,0,90,0,2024-08-15
Zyphra/Zonos,https://github.com/Zyphra/Zonos,5035,"Zonos-v0.1 is a leading open-weight text-to-speech model trained on more than 200k hours of varied multilingual speech, delivering expressiveness and quality on par with—or even surpassing—top TTS providers.",Apache License 2.0,0,0,89,0,2025-02-07
city96/ComfyUI-GGUF,https://github.com/city96/ComfyUI-GGUF,1474,GGUF Quantization support for native ComfyUI models,Apache License 2.0,0,0,89,0,2024-08-15
OpenSPG/KAG,https://github.com/OpenSPG/KAG,5279,KAG is a logical form-guided reasoning and retrieval framework based on OpenSPG engine and LLMs.  It is used to build logical reasoning and factual Q&A solutions for professional domain knowledge bases. It can effectively overcome the shortcomings of the traditional RAG vector similarity calculation model.,Apache License 2.0,0,0,87,0,2024-09-21
