name,url,stars,description,license,question_issues,help_wanted_issues,total_issues,community_score,created_at
damo-cv/RealisDance,https://github.com/damo-cv/RealisDance,300,The official implementation of RealisDance,Apache License 2.0,0,0,33,0,2024-09-10
StuckAtPrototype/Racer,https://github.com/StuckAtPrototype/Racer,3026,,Apache License 2.0,0,0,20,0,2024-10-15
Builty/TonexOneController,https://github.com/Builty/TonexOneController,93,Embedded controller for the IK Multimedia Tonex One guitar pedal,Apache License 2.0,0,0,20,0,2024-10-29
lovemefan/SenseVoice.cpp,https://github.com/lovemefan/SenseVoice.cpp,252,Port of Funasr's Sense-voice model in C/C++,The MIT License,0,0,16,0,2024-08-06
sysprog21/mado,https://github.com/sysprog21/mado,53,A window system for resource-constrained devices ,The MIT License,0,0,15,0,2024-07-17
Gallasko/PgEngine,https://github.com/Gallasko/PgEngine,29,Yet another C++ cross platform graphical/game engine,The MIT License,0,0,15,0,2024-09-30
seed-hypermedia/seed,https://github.com/seed-hypermedia/seed,15,Seed Hypermedia Desktop app,Apache License 2.0,0,0,13,0,2024-07-11
crystal-lang-tools/tree-sitter-crystal,https://github.com/crystal-lang-tools/tree-sitter-crystal,18,tree sitter parser for crystal lang,The MIT License,0,0,12,0,2024-12-06
zinongli/KeyCopier,https://github.com/zinongli/KeyCopier,223,Key Copier App for Flipper Zero,The MIT License,0,0,11,0,2024-07-21
tsoding/randomart,https://github.com/tsoding/randomart,117,RandomArt Idea Implementation from the Hash Visualization Paper,The MIT License,0,0,11,0,2024-11-04
ashknl/git-playground,https://github.com/ashknl/git-playground,20,Some code samples and workflows for Nist's Git/Github Workshop event,The MIT License,0,0,11,0,2025-02-12
Dcraftbg/MinOS,https://github.com/Dcraftbg/MinOS,76,Minos is a mini operating system written in C,The MIT License,0,0,10,0,2024-07-18
WujekFoliarz/DualSenseY-v2,https://github.com/WujekFoliarz/DualSenseY-v2,75,A program for DualSense controllers that combines power and simplicity,The MIT License,0,0,10,0,2024-11-02
skiniks/react-native-shiki-engine,https://github.com/skiniks/react-native-shiki-engine,49,Shiki syntax highlighting for React Native. Zero bridge overhead with native Oniguruma regex engine.,The MIT License,0,0,9,0,2024-11-25
joeycastillo/second-movement,https://github.com/joeycastillo/second-movement,24,"Work-in-progress update to Movement, the community firmware for Sensor Watch",The MIT License,0,0,9,0,2024-07-10
OpenSiFli/SiFli-SDK,https://github.com/OpenSiFli/SiFli-SDK,18,,Apache License 2.0,0,0,9,0,2025-01-06
cloud-cup/cloud-cup,https://github.com/cloud-cup/cloud-cup,17,"Cloud Cup is a high-performance, lightweight reverse proxy built for Linux in Zig",Apache License 2.0,0,0,9,0,2024-08-12
slacky1965/tuya_thermostat_zrd,https://github.com/slacky1965/tuya_thermostat_zrd,41,Tuya Thermostat for Floor Heating Zigbee with custom firmware TLSR8258,Apache License 2.0,0,0,8,0,2024-11-24
microsoft/jbpf,https://github.com/microsoft/jbpf,26,Userspace eBPF instrumentation and control framework for deploying control and monitoring functions in a secure manner,The MIT License,0,0,8,0,2024-09-10
NaejEL/Klaus,https://github.com/NaejEL/Klaus,15,Firmware for the Lilygo T-Embed CC1101 based on ESP-IDF,The MIT License,0,0,8,0,2024-10-23
exploits-forsale/collateral-damage,https://github.com/exploits-forsale/collateral-damage,437,Kernel exploit for Xbox SystemOS using CVE-2024-30088,The MIT License,0,0,7,0,2024-07-15
yellow-footed-honeyguide/facad,https://github.com/yellow-footed-honeyguide/facad,416,"A modern, colorful ls alternative for bringing clarity to the filesystem ☀️",The MIT License,0,0,7,0,2024-07-29
MrForExample/Comfy3D_Pre_Builds,https://github.com/MrForExample/Comfy3D_Pre_Builds,36,All the pre built dependencies for Comfy3D for all supported platforms,The MIT License,0,0,7,0,2024-07-06
bareboat-necessities/bbn-wave-period-esp32,https://github.com/bareboat-necessities/bbn-wave-period-esp32,27,Estimate ocean wave height (or vessel heave) and period from vertical acceleration using IMU on esp32,The MIT License,0,0,7,0,2024-08-24
aspl-lang/aspl,https://github.com/aspl-lang/aspl,24,✔️ ASPL is a simple yet powerful modern cross-platform programming language ,The MIT License,0,0,7,0,2024-07-07
konrad-gajdus/miniMNIST-c,https://github.com/konrad-gajdus/miniMNIST-c,1223,,The MIT License,0,0,6,0,2024-09-15
tsoding/coroutines,https://github.com/tsoding/coroutines,189,Custom coroutines implementation in GNU C,The MIT License,0,0,6,0,2025-01-12
tamtaasatiani/tahmlib,https://github.com/tamtaasatiani/tahmlib,109,Library for Game Development with C++,The MIT License,0,0,6,0,2024-08-27
vladelaina/Catime,https://github.com/vladelaina/Catime,62,A very useful timer (Pomodoro Clock).[一款非常好用的计时器(🍅番茄时钟)],Apache License 2.0,0,0,6,0,2025-01-28
raspberrypi/FreeRTOS-Kernel,https://github.com/raspberrypi/FreeRTOS-Kernel,28,,The MIT License,0,0,6,0,2024-08-05
junhkang/kor_search,https://github.com/junhkang/kor_search,21,"PostgreSQL용 한국어 텍스트 검색 확장. LIKE 및 tsvector 기반 검색을 지원하며, 단어 변환 테이블을 사용하여 키워드로 유사어를 검색합니다.",The MIT License,0,0,6,0,2024-08-05
iamfaraz/Waveshare_ST7262_LVGL,https://github.com/iamfaraz/Waveshare_ST7262_LVGL,19,Waveshare_ST7262_LVGL is an Arduino library designed for Waveshare ESP32-S3 SOC with 7 inch ST7262 LCD and GT911 touchscreen to facilitate rapid GUI development using LVGL.,Apache License 2.0,0,0,6,0,2024-08-08
Swung0x48/TriangleBin,https://github.com/Swung0x48/TriangleBin,332,,The MIT License,0,0,5,0,2025-01-02
open-vela/nuttx,https://github.com/open-vela/nuttx,115,"Apache NuttX is a mature, real-time embedded operating system (RTOS).",Apache License 2.0,0,0,5,0,2024-11-25
Hades2001/AMSPlusCore,https://github.com/Hades2001/AMSPlusCore,106,an AMS core board,The MIT License,0,0,5,0,2024-12-09
wgslfuzz/darthshader,https://github.com/wgslfuzz/darthshader,34,,Apache License 2.0,0,0,5,0,2024-08-07
vlang/raylib,https://github.com/vlang/raylib,33,"Up-to-date, auto-generated Raylib (and Raymath) bindings for V",The MIT License,0,0,5,0,2024-11-26
lazer-crypto/lazer,https://github.com/lazer-crypto/lazer,32,,The MIT License,0,0,5,0,2024-09-04
urob/zmk-leader-key,https://github.com/urob/zmk-leader-key,20,A ZMK module adding a leader-key behavior,The MIT License,0,0,5,0,2024-11-25
IonelPopJara/vumz,https://github.com/IonelPopJara/vumz,15,A simple CLI VU meter using ncurses and pipewire,The MIT License,0,0,5,0,2024-07-10
jiqiu2022/Zygisk-MyInjector,https://github.com/jiqiu2022/Zygisk-MyInjector,123,一个自定义注入so的脚手架,The MIT License,0,0,4,0,2024-10-05
robalb/x86-64-playground,https://github.com/robalb/x86-64-playground,115,An online assembly editor and debugger for the x86-64 architecture,ISC License,0,0,4,0,2024-08-29
rexim/tore,https://github.com/rexim/tore,77,Simple Console Reminder Application,The MIT License,0,0,4,0,2024-10-16
refacktor-aws/aws-lambda-libc-runtime,https://github.com/refacktor-aws/aws-lambda-libc-runtime,61,"An extremely small and fast AWS Lambda runtime with sub-5ms cold starts. Works with C and Rust. I call it ""the Lambda libc runtime"" because glibc is the only link-time dependency, and the choice of programming language binding is somewhat secondary to the design.",Apache License 2.0,0,0,4,0,2024-11-25
ro8inmorgan/LedControl,https://github.com/ro8inmorgan/LedControl,57,Led Control app for TrimUI Brick,The MIT License,0,0,4,0,2024-12-26
microbotsio/CodeCell,https://github.com/microbotsio/CodeCell,47,"A penny-sized board that can help you miniaturize DIY Robots, Wearables & other IoT projects!! It includes an Arduino friendly ESP32-C3 Wifi & BLE module, USBC LiPo Battery Charger with onboard Battery Connector, Light Sensor, and an optional Motion Sensor",Apache License 2.0,0,0,4,0,2024-08-14
geerlingguy/pi-overvolt,https://github.com/geerlingguy/pi-overvolt,39,Pi Overvolt firmware hack - WARNING: USE AT YOUR OWN RISK!,The MIT License,0,0,4,0,2024-07-25
BegoonLab/xiao-esp32c6-wifi-sensor,https://github.com/BegoonLab/xiao-esp32c6-wifi-sensor,31,Wi-Fi sensor based on XIAO ESP32-C6,The MIT License,0,0,4,0,2024-09-27
eschaton/MINIXCompat,https://github.com/eschaton/MINIXCompat,27,"A compatibility environment that can run M68000 MINIX 1.5 binaries, for example to enable building M68000 MINIX on a modern UNIX.",The MIT License,0,0,4,0,2024-12-05
kaijia2022/Cheat-Engine-DMA-Plugin,https://github.com/kaijia2022/Cheat-Engine-DMA-Plugin,26,DMA plugin for Cheat Engine with functional pointer scanning ,The MIT License,0,0,4,0,2024-07-22
mikex86/LibreCuda,https://github.com/mikex86/LibreCuda,1019,,The MIT License,0,0,3,0,2024-07-24
skaiui2/SKRTOS_sparrow,https://github.com/skaiui2/SKRTOS_sparrow,277,Lightweight rtos inspired by SKRTOS,The MIT License,0,0,3,0,2024-10-06
varwara/CVE-2024-35250,https://github.com/varwara/CVE-2024-35250,275,PoC for the Untrusted Pointer Dereference in the ks.sys driver,The MIT License,0,0,3,0,2024-10-13
kekeimiku/LuckySpeeder,https://github.com/kekeimiku/LuckySpeeder,155,幸运变速器,The MIT License,0,0,3,0,2024-12-07
libsdl-org/SDL_shadercross,https://github.com/libsdl-org/SDL_shadercross,149,Shader translation library for SDL's GPU API. ,Zlib/libpng License,0,0,3,0,2024-07-19
GaryOderNichts/alarmo,https://github.com/GaryOderNichts/alarmo,144,Tools and code for the Nintendo Alarmo.,The MIT License,0,0,3,0,2024-10-30
Aladdin-Wang/MicroBoot,https://github.com/Aladdin-Wang/MicroBoot,114,MicroBoot 是一个由模块化代码组成的框架，旨在简化和加速嵌入式单片机程序的升级和开发过程。,Apache License 2.0,0,0,3,0,2024-08-12
huuck/FlipperZeroNRFJammer,https://github.com/huuck/FlipperZeroNRFJammer,75,Simple Flipper Zero nRF24 jammer for the 2.4Ghz spectrum,The MIT License,0,0,3,0,2024-12-03
StuckAtPrototype/PCB_business_card_remake,https://github.com/StuckAtPrototype/PCB_business_card_remake,74,,Apache License 2.0,0,0,3,0,2024-10-31
tree-sitter/go-tree-sitter,https://github.com/tree-sitter/go-tree-sitter,65,Go bindings for tree-sitter,The MIT License,0,0,3,0,2024-08-13
cifertech/TamaFi,https://github.com/cifertech/TamaFi,55,"TamaFi is an open-source, WiFi-enabled virtual pet project built with an ESP32",The MIT License,0,0,3,0,2024-11-29
galileolajara/cp1,https://github.com/galileolajara/cp1,55,"Cp1 / C+1 / C plus 1 Programming Language, a TypeScript for C",The MIT License,0,0,3,0,2024-10-23
tsoding/generators,https://github.com/tsoding/generators,47,Python Generators in C,The MIT License,0,0,3,0,2025-02-10
upiir/arduino_temperature_gauge,https://github.com/upiir/arduino_temperature_gauge,38,Arduino Temperature Gauge,The MIT License,0,0,3,0,2024-08-29
jserv/rbtree,https://github.com/jserv/rbtree,28,A red-black tree implementation,The MIT License,0,0,3,0,2024-11-10
xy-gao/splatviz-blender,https://github.com/xy-gao/splatviz-blender,24,Blender addon for gaussian splatting rendering,The MIT License,0,0,3,0,2024-08-13
ton-blockchain/tolk-vscode,https://github.com/ton-blockchain/tolk-vscode,21,Support for Tolk Language in VS Code (next-generation FunC),The MIT License,0,0,3,0,2024-10-31
slacky1965/tuya_co2sensor_zrd,https://github.com/slacky1965/tuya_co2sensor_zrd,20,,Apache License 2.0,0,0,3,0,2025-02-11
ton-blockchain/convert-func-to-tolk,https://github.com/ton-blockchain/convert-func-to-tolk,20,Convert FunC contracts to Tolk with a single command,The MIT License,0,0,3,0,2024-11-01
seclab-yonsei/CovRL-Fuzz,https://github.com/seclab-yonsei/CovRL-Fuzz,19,CovRL-Fuzz: Fuzzing JavaScript Interpreters with Coverage-Guided Reinforcement Learning for LLM-Based Mutation,Apache License 2.0,0,0,3,0,2024-07-13
wangkingh/FastXC,https://github.com/wangkingh/FastXC,18,High Performance Noise Cross-Corelation Computing Code for 9-component Recordings,The MIT License,0,0,3,0,2024-11-21
dawsonjon/PicoSSTV,https://github.com/dawsonjon/PicoSSTV,18,Slow Scan Television (SSTV) decoder using Raspberry Pi Pico,The MIT License,0,0,3,0,2025-01-03
c0stya/trre,https://github.com/c0stya/trre,230,Transductive regular expressions,The MIT License,0,0,2,0,2024-10-09
shaddy43/BrowserSnatch,https://github.com/shaddy43/BrowserSnatch,205,This project steals important data from all chromium and gecko browsers installed in the system and gather the data in a stealer db to be exfiltrated out. A powerful Browser Stealer,The MIT License,0,0,2,0,2024-08-26
jeuxdemains/DOOM-like-game-engine-part-I,https://github.com/jeuxdemains/DOOM-like-game-engine-part-I,72,The source code of part I of the video tutorial on coding a DOOM-like game engine from scratch.,The MIT License,0,0,2,0,2024-07-03
Boxjod/RLBench_ACT,https://github.com/Boxjod/RLBench_ACT,47,RLBench_ACT: Running ALoha ACT and Diffusion Policy in the RLBench Framework,Apache License 2.0,0,0,2,0,2024-10-18
XuSenfeng/ai-chat-local,https://github.com/XuSenfeng/ai-chat-local,37,使用esp32+ollama实现本地模型的对话以及联网+工具调用,Apache License 2.0,0,0,2,0,2025-02-04
fuhsnn/widcc,https://github.com/fuhsnn/widcc,34,"Simple C compiler for x86-64 Linux able to build real-world projects including Curl, GCC, Git, PHP, Perl, Python, PostgreSQL etc",The MIT License,0,0,2,0,2024-07-19
bread-modular/bread-modular,https://github.com/bread-modular/bread-modular,31,Modular Synths for Everyone,The MIT License,0,0,2,0,2024-10-04
RicardoX2X/Business_card,https://github.com/RicardoX2X/Business_card,29,,The MIT License,0,0,2,0,2024-09-20
