name,url,stars,description,license,question_issues,help_wanted_issues,total_issues,community_score,created_at
dewenni/ESP32-Jarolift-Controller,https://github.com/dewenni/ESP32-Jarolift-Controller,27,Controlling Jarolift(TM) TDEF shutters via ESP32 and CC1101 - MQTT - Home Assistant,The MIT License,1,0,2,1,2024-12-14
bv7dev/wgpu-lab,https://github.com/bv7dev/wgpu-lab,40,Library for rapid prototyping of native WebGPU Apps in C++ using Dawn,The MIT License,0,1,1,1,2024-07-11
TUMFTM/OpenLiDARMap,https://github.com/TUMFTM/OpenLiDARMap,29,Zero-Drift Point Cloud Mapping using Map Priors,Apache License 2.0,0,1,1,1,2025-02-04
quackscience/duckdb-extension-cronjob,https://github.com/quackscience/duckdb-extension-cronjob,28,DuckDB CronJob Extension,The MIT License,0,1,1,1,2024-11-15
Jenova-Framework/Jenova-Runtime,https://github.com/Jenova-Framework/Jenova-Runtime,91,Jenova Runtime is an extension library for the Godot 4 Game Engine that brings fully-featured C++ scripting directly into the Godot Editor.,The MIT License,1,0,0,1,2024-11-09
clay-ui-rs/clay,https://github.com/clay-ui-rs/clay,49,"Rust bindings for Clay, a UI layout library written in C.",Zlib/libpng License,1,0,0,1,2024-12-21
google-ai-edge/LiteRT,https://github.com/google-ai-edge/LiteRT,276,"LiteRT is the new name for TensorFlow Lite (TFLite). While the name is new, it's still the same trusted, high-performance runtime for on-device AI, now with an expanded vision.",Apache License 2.0,0,0,272,0,2024-09-04
microsoft/BitNet,https://github.com/microsoft/BitNet,12737,Official inference framework for 1-bit LLMs,The MIT License,0,0,70,0,2024-08-05
Lyall/MetaphorFix,https://github.com/Lyall/MetaphorFix,402,A fix for Metaphor: ReFantazio that adds ultrawide/narrower support and much more.,The MIT License,0,0,57,0,2024-09-26
Lyall/FFXVIFix,https://github.com/Lyall/FFXVIFix,541,"A fix for Final Fantasy XVI that adds ultrawide/narrower support, uncaps framerate in cutscenes, lets you adjust gameplay FOV and much more.",The MIT License,0,0,50,0,2024-08-20
Mooncake-Labs/pg_mooncake,https://github.com/Mooncake-Labs/pg_mooncake,510,Columnstore Table in Postgres,The MIT License,0,0,49,0,2024-09-05
aliyun/SimAI,https://github.com/aliyun/SimAI,392,,Apache License 2.0,0,0,46,0,2024-10-11
78/xiaozhi-esp32,https://github.com/78/xiaozhi-esp32,5393,Build your own AI friend,The MIT License,0,0,43,0,2024-08-31
berthubert/tkconv,https://github.com/berthubert/tkconv,49,convert dutch lower house of parliament data,The MIT License,0,0,39,0,2024-08-23
getsentry/sentry-godot,https://github.com/getsentry/sentry-godot,46,Sentry SDK for Godot Game Engine,The MIT License,0,0,31,0,2024-09-13
KevAquila/WEBFISHING-Guitar-Player,https://github.com/KevAquila/WEBFISHING-Guitar-Player,91,Tool to automate guitar playing using midi files.,The MIT License,0,0,25,0,2024-10-19
openai/openai-realtime-embedded-sdk,https://github.com/openai/openai-realtime-embedded-sdk,1464,A SDK to using the Realtime API with Microcontrollers like the ESP32,The MIT License,0,0,22,0,2024-11-14
KasperskyLab/knp,https://github.com/KasperskyLab/knp,24,Kaspersky Neuromorphic Platform,Apache License 2.0,0,0,21,0,2024-11-05
Lyall/WukongTweak,https://github.com/Lyall/WukongTweak,410,An ASI plugin for Black Myth: Wukong that features expanded ultrawide support and graphical tweaks.,The MIT License,0,0,20,0,2024-08-21
callstackincubator/polygen,https://github.com/callstackincubator/polygen,103,"React Native WebAssembly support, super fast",The MIT License,0,0,20,0,2024-10-14
pimoroni/presto,https://github.com/pimoroni/presto,27,,The MIT License,0,0,20,0,2024-08-13
clice-project/clice,https://github.com/clice-project/clice,402,,The MIT License,0,0,17,0,2024-07-25
nianticlabs/spz,https://github.com/nianticlabs/spz,437,File format for 3D Gaussian splats. About 10x smaller than the PLY equivalent with virtually no perceptible loss in visual quality. Offered as open source by Niantic Labs. More details at https://scaniverse.com/spz #3dgaussiansplats #gaussiansplatting,The MIT License,0,0,16,0,2024-09-16
yandex/perforator,https://github.com/yandex/perforator,2839,Perforator is a cluster-wide continuous profiling tool designed for large data centers,The MIT License,0,0,15,0,2025-01-29
risc0/zirgen,https://github.com/risc0/zirgen,80,Zirgen compiler and RISC Zero circuits,Apache License 2.0,0,0,15,0,2024-08-14
eclipse-openbsw/openbsw,https://github.com/eclipse-openbsw/openbsw,63,OpenBSW: A Code-first Software Platform for Automotive Microcontrollers,Apache License 2.0,0,0,15,0,2024-10-01
bytedance/ABQ-LLM,https://github.com/bytedance/ABQ-LLM,214,An acceleration library that supports arbitrary bit-width combinatorial quantization operations,Apache License 2.0,0,0,14,0,2024-08-23
Riz-ve/Xeno,https://github.com/Riz-ve/Xeno,120,Xeno: An external script executor for Roblox made entirely in C++. It uses a working but detected method of overwriting the bytecode of a corescript to manage script execution,Apache License 2.0,0,0,14,0,2024-08-29
proximafusion/vmecpp,https://github.com/proximafusion/vmecpp,52, From-scratch C++ and Python reimplementation of the Variational Moments Equilibrium Code (VMEC).,The MIT License,0,0,14,0,2024-11-12
kevmo314/scuda,https://github.com/kevmo314/scuda,1643,SCUDA is a GPU over IP bridge allowing GPUs on remote machines to be attached to CPU-only machines.,Apache License 2.0,0,0,13,0,2024-08-28
evidence-dev/duckdb_gsheets,https://github.com/evidence-dev/duckdb_gsheets,217,DuckDB extension to read and write Google Sheets using SQL,The MIT License,0,0,13,0,2024-10-11
dsg-polymtl/flockmtl,https://github.com/dsg-polymtl/flockmtl,96,FlockMTL: DuckDB extension to seamlessly combine analytics and semantic analysis using language models (LMs),The MIT License,0,0,13,0,2024-08-27
Lyall/GreatCircleFix,https://github.com/Lyall/GreatCircleFix,61,An ASI plugin for Indiana Jones and the Great Circle that fixes cutscene FOV issues when using an ultrawide display and more.,The MIT License,0,0,13,0,2024-12-09
Lyall/FF7RebirthFix,https://github.com/Lyall/FF7RebirthFix,263,An ASI plugin for for Final Fantasy VII Rebirth that adds ultrawide/narrower support and more.,The MIT License,0,0,12,0,2025-01-23
Aimol-l/OrtInference,https://github.com/Aimol-l/OrtInference,87,"Using OnnxRuntime to inference yolov10,yolov10+SAM ,yolov10+bytetrack  and SAM2 by c++ . ",The MIT License,0,0,12,0,2024-07-19
fractal-bitcoin/fractal,https://github.com/fractal-bitcoin/fractal,68,,The MIT License,0,0,12,0,2024-08-13
callstackincubator/react-native-fast-io,https://github.com/callstackincubator/react-native-fast-io,261,"Blazing fast I/O for React Native, built on top of Nitro",The MIT License,0,0,11,0,2024-10-27
argmaxinc/WhisperKitAndroid,https://github.com/argmaxinc/WhisperKitAndroid,58,On-device Speech Recognition for Android,The MIT License,0,0,11,0,2024-09-09
VitalAudio/visage,https://github.com/VitalAudio/visage,275,C++ UI library meets creative coding,The MIT License,0,0,10,0,2024-09-29
apache/iceberg-cpp,https://github.com/apache/iceberg-cpp,45,Apache Iceberg C++,Apache License 2.0,0,0,10,0,2024-11-22
monxa/GodotIK,https://github.com/monxa/GodotIK,43,3D Inverse Kinematics (IK) for Godot 4.3+! Supports scriptable constraints and multiple chains.,The MIT License,0,0,10,0,2025-02-04
GodotSteam/MultiplayerPeer,https://github.com/GodotSteam/MultiplayerPeer,30,"An ecosystem of tools for Godot Engine and Valve's Steam. For the Windows, Linux, and Mac platforms. ",The MIT License,0,0,10,0,2024-09-09
shenjunjiekoda/knight,https://github.com/shenjunjiekoda/knight,219,kight is a static analysis tool for c/c++ programs.,The MIT License,0,0,9,0,2024-07-23
google/minja,https://github.com/google/minja,120,A minimalistic C++ Jinja templating engine for LLM chat templates,The MIT License,0,0,9,0,2024-09-30
bytedance/dplm,https://github.com/bytedance/dplm,117,Official Implemetation of DPLM (ICML'24) - Diffusion Language Models Are Versatile Protein Learners,Apache License 2.0,0,0,9,0,2024-07-19
zig-gamedev/zgui,https://github.com/zig-gamedev/zgui,26,Zig build package and bindings for https://github.com/ocornut/imgui and optional extras.,The MIT License,0,0,9,0,2024-11-03
Zackriya-Solutions/meeting-minutes,https://github.com/Zackriya-Solutions/meeting-minutes,825,An open source Live Ai based meeting note taker and minutes generator that can completely run in your Local device (Mac OS support is added. Will add windows and linux support soon),The MIT License,0,0,8,0,2024-12-26
xuwd1/wemeet-wayland-screenshare,https://github.com/xuwd1/wemeet-wayland-screenshare,210,"实现Linux Wayland下腾讯会议屏幕共享（非虚拟相机）. Hook library that enables screenshare with Tencent Wemeet on Linux Wayland, without the need of using virtual cameras.",The MIT License,0,0,8,0,2024-11-19
run-ai/runai-model-streamer,https://github.com/run-ai/runai-model-streamer,160,,Apache License 2.0,0,0,8,0,2024-07-28
space-station-os/space_station_os,https://github.com/space-station-os/space_station_os,115,Space Station OS. A future where anyone can develop space stations.,Apache License 2.0,0,0,8,0,2024-11-02
DS4SD/docling-parse,https://github.com/DS4SD/docling-parse,68,Simple package to extract text with coordinates from programmatic PDFs,The MIT License,0,0,8,0,2024-08-06
bot-motherlib/TGBM,https://github.com/bot-motherlib/TGBM,46,tg bots mother lib,The MIT License,0,0,8,0,2024-08-05
adepierre/ficsit-companion,https://github.com/adepierre/ficsit-companion,34,Node-based production planner for the game Satisfactory,The MIT License,0,0,8,0,2024-08-20
SJTU-IPADS/PhoenixOS,https://github.com/SJTU-IPADS/PhoenixOS,153,Fast OS-level support for GPU checkpoint and restore ,Apache License 2.0,0,0,7,0,2024-10-22
HViktorTsoi/alpha_lidar,https://github.com/HViktorTsoi/alpha_lidar,146,Official implementation of αLiDAR: An Adaptive High-Resolution Panoramic LiDAR System,The MIT License,0,0,7,0,2024-09-10
eurofurence/ef28-badge,https://github.com/eurofurence/ef28-badge,25,ESP32-S3 based cyber LED badge for Eurofurence 28. Free and open source hardware & firmware.,The MIT License,0,0,7,0,2024-08-22
SnowballXueQiu/sb.h,https://github.com/SnowballXueQiu/sb.h,239,sb.h —— 让你的 C++ 代码秒变“优秀”！,The MIT License,0,0,6,0,2024-09-17
MAWHA/UniversalMaaActuator,https://github.com/MAWHA/UniversalMaaActuator,90,基于 MaaFramework 与 Qt6 的物华弥新一键长草小助手 | 通用 MAA PC 端极速预备中！,Apache License 2.0,0,0,6,0,2024-07-24
OpenBMB/MobileCPM,https://github.com/OpenBMB/MobileCPM,60,A Toolkit for Running On-device Large Language Models (LLMs) in APP,Apache License 2.0,0,0,6,0,2024-07-04
fredemmott/magic_args,https://github.com/fredemmott/magic_args,60,Ease-of-use-first argument parsing for C++23,The MIT License,0,0,6,0,2025-01-03
hannes/duckdb_avro,https://github.com/hannes/duckdb_avro,23,,The MIT License,0,0,6,0,2024-11-19
zhihu/ZhiLight,https://github.com/zhihu/ZhiLight,855,A highly optimized LLM inference acceleration engine for Llama and its variants.,Apache License 2.0,0,0,5,0,2024-12-06
jbikker/tinybvh,https://github.com/jbikker/tinybvh,741,Single-header BVH construction and traversal library.,The MIT License,0,0,5,0,2024-10-29
WeDot-Engine/WeDot,https://github.com/WeDot-Engine/WeDot,377,WeDot 是一个专注于技术和用户体验的多平台 2D 与 3D 游戏引擎，开发者可以把注意力集中在游戏开发本身，而非繁杂的技术细节。,The MIT License,0,0,5,0,2024-09-30
moritztng/hacker-league,https://github.com/moritztng/hacker-league,202,minimal carball on linux. fun for humans and ai!,The MIT License,0,0,5,0,2024-08-20
UrbanCircles/igor,https://github.com/UrbanCircles/igor,149,"Simple, distraction free personal assistant to keep you focused and smiling.",The MIT License,0,0,5,0,2024-09-25
OpenGene/fastplong,https://github.com/OpenGene/fastplong,101,Ultra-fast preprocessing and quality control for long-read sequencing data,The MIT License,0,0,5,0,2024-08-26
Lyall/STALKER2Tweak,https://github.com/Lyall/STALKER2Tweak,86,"An ASI plugin for for STALKER 2: Heart of Chornobyl that fixes ultrawide issues, enables the console and more.",The MIT License,0,0,5,0,2024-11-21
noahpop77/Papy,https://github.com/noahpop77/Papy,29,Open-source framework that builds customized & randomized JSON files for use in endpoint load testing.,Apache License 2.0,0,0,5,0,2024-11-14
mikeoliphant/NeuralAudio,https://github.com/mikeoliphant/NeuralAudio,26,C++ library for real-time processing of audio neural network models,The MIT License,0,0,5,0,2024-10-30
ebinf/lightbar2mqtt,https://github.com/ebinf/lightbar2mqtt,23,"Control your Xiaomi Light Bar via MQTT and from Home Assistant, using an ESP32 and a nRF24",The MIT License,0,0,5,0,2024-11-29
emptysoal/TensorRT-YOLO11,https://github.com/emptysoal/TensorRT-YOLO11,115,"Based on tensorrt v8.0+, deploy detection, pose, segment, tracking of YOLO11 with C++ and python api.",The MIT License,0,0,4,0,2024-10-14
HackerPoet/NeighborlyPolyhedra,https://github.com/HackerPoet/NeighborlyPolyhedra,107,Search for the K12 neighborly polyhedron.,The MIT License,0,0,4,0,2024-11-26
NetEase-Media/grps_trtllm,https://github.com/NetEase-Media/grps_trtllm,95,【高性能OpenAI LLM服务】通过GPRS+TensorRT-LLM+Tokenizers.cpp实现纯C++版高性能OpenAI LLM服务，支持chat和function call模式，支持ai agent，支持分布式多卡推理，支持多模态，支持gradio聊天界面。,Apache License 2.0,0,0,4,0,2024-08-21
IGLICT/GaussianMesh,https://github.com/IGLICT/GaussianMesh,68,Code for 'Real-time Large-scale Deformation of Gaussian Splatting',The MIT License,0,0,4,0,2024-08-19
andryblack/esp-coordinator,https://github.com/andryblack/esp-coordinator,30,Coordinator firmware for zigbee2mqtt,The MIT License,0,0,4,0,2024-10-19
Lyall/DAFix,https://github.com/Lyall/DAFix,24,"An ASI plugin for Dragon Age: Origins and Dragon Age II that fixes various ultrawide display issues, adds borderless windowed mode and more.",The MIT License,0,0,4,0,2024-11-17
gregorhcs/UEComponentPicker,https://github.com/gregorhcs/UEComponentPicker,23,UE plugin adding a component picker type to easify components referencing each other.,The MIT License,0,0,4,0,2024-11-26
brenocq/implot3d,https://github.com/brenocq/implot3d,792,Immediate Mode 3D Plotting,The MIT License,0,0,3,0,2024-11-16
Celmouse/Celmouse,https://github.com/Celmouse/Celmouse,276,You can now control anything by simulating your mouse and keyboard,Apache License 2.0,0,0,3,0,2024-09-20
Yixin-F/LiLoc,https://github.com/Yixin-F/LiLoc,185,(ICRA 2025) LiLoc: Lifelong Localization using Adaptive Submap Joining and Egocentric Factor Graph,The MIT License,0,0,3,0,2024-08-10
EvanatorM/ScuffedMinecraft,https://github.com/EvanatorM/ScuffedMinecraft,173,A Minecraft Clone in C++,The MIT License,0,0,3,0,2024-09-02
ClassicOldSong/Widecar,https://github.com/ClassicOldSong/Widecar,131,Sidecar for Windows - with Sunshine and Moonlight,The MIT License,0,0,3,0,2024-07-06
Jannkar/turtle_nest,https://github.com/Jannkar/turtle_nest,124,Ros 2 Package Creator,Apache License 2.0,0,0,3,0,2024-08-22
alvesvaren/resizer2,https://github.com/alvesvaren/resizer2,121,Resize and move windows like in KDE on Windows with Win+Mouse!,The MIT License,0,0,3,0,2024-10-05
jaskang/wukong-minimap,https://github.com/jaskang/wukong-minimap,91,黑神话内置实时地图 / Black Myth: Wukong Built-in real-time map,Apache License 2.0,0,0,3,0,2024-11-04
oakboat/HyperCE,https://github.com/oakboat/HyperCE,90,Bypass protection and hide CE via VT-x hypervisor and ept hook to use cheat engine .,The MIT License,0,0,3,0,2024-12-02
cifertech/EvilDuck,https://github.com/cifertech/EvilDuck,68,DIY USB Rubber Ducky based on Arduino Micro,The MIT License,0,0,3,0,2024-09-07
NAIL-HNU/ESVO2,https://github.com/NAIL-HNU/ESVO2,65,,The MIT License,0,0,3,0,2024-09-14
atrexus/vulkan,https://github.com/atrexus/vulkan,65,"A PE dumper for processes protected by user mode anti-tamper solutions (hyperion, theia, etc.)",The MIT License,0,0,3,0,2024-09-01
msqr1/importizer,https://github.com/msqr1/importizer,64,Backward compatibly convert header-based C++ code to modules (since C++20).,The MIT License,0,0,3,0,2024-12-30
zeldaret/oot3d,https://github.com/zeldaret/oot3d,37,Decompilation of The Legend of Zelda: Ocarina of Time 3D,Creative Commons 1.0 Universal,0,0,3,0,2024-09-24
raja-kumar/depth-aware-3DGS,https://github.com/raja-kumar/depth-aware-3DGS,35,"Code for ""Few-shot Novel View Synthesis using Depth Aware 3D Gaussian Splatting"" (ECCV 24 workshops)",Apache License 2.0,0,0,3,0,2024-08-14
rhasspy/rhasspy-speech,https://github.com/rhasspy/rhasspy-speech,33,Speech-to-text system from Rhasspy,The MIT License,0,0,3,0,2024-11-18
llvm/eudsl,https://github.com/llvm/eudsl,32,"Embedded Universal DSL: a good DSL for us, by us",Apache License 2.0,0,0,3,0,2024-11-08
gritukan/hamkaas,https://github.com/gritukan/hamkaas,25,,The MIT License,0,0,3,0,2024-08-19
MouseBiteLabs/Super-Game-Boy-Plus,https://github.com/MouseBiteLabs/Super-Game-Boy-Plus,24,"A replacement circuit board for improving the Super Game Boy, or for creating a standalone Game Boy game for the SNES.",Creative Commons Attribution Share Alike 4.0 International,0,0,3,0,2024-07-17
xuegao-tzx/Fllama,https://github.com/xuegao-tzx/Fllama,23,"A flutter binding for llama.cpp, which use platform channel.",The MIT License,0,0,3,0,2024-10-21
can1357/selene,https://github.com/can1357/selene,317,"Kernel-mode Paravirtualization in Ring 2, LLVM based linker, and some other things!",The MIT License,0,0,2,0,2024-09-25
connorjaydunn/BinaryShield,https://github.com/connorjaydunn/BinaryShield,230,An x86-64 Code Virtualizer,The MIT License,0,0,2,0,2024-09-23
natbro/kaon,https://github.com/natbro/kaon,184,"Tools, and instructions for more easily installing and launching Windows games via Wine or CrossOver  directly in the macOS Steam client",Apache License 2.0,0,0,2,0,2025-02-15
discord/libdave,https://github.com/discord/libdave,173,Libraries supporting Discord's Audio & Video End-to-End Encryption (DAVE) protocol,The MIT License,0,0,2,0,2024-08-21
Compaile/ctrack,https://github.com/Compaile/ctrack,153,"A lightweight, high-performance C++ benchmarking and tracking library for effortless function profiling in both development and production environments. Features single-header integration, minimal overhead, multi-threaded support, customizable output, and advanced metrics for quick bottleneck detection in complex codebases.",The MIT License,0,0,2,0,2024-08-06
HKUST-Aerial-Robotics/RIO,https://github.com/HKUST-Aerial-Robotics/RIO,128,Optimization Based and Point Uncertainty Aware Radar-inertial Odometry for 4D Radar System,The MIT License,0,0,2,0,2024-07-08
Query-farm/duckdb-airport-extension,https://github.com/Query-farm/duckdb-airport-extension,128,"The Airport extension for DuckDB, enables the use of Arrow Flight with DuckDB",The MIT License,0,0,2,0,2024-07-06
nzfeng/signed-heat-3d,https://github.com/nzfeng/signed-heat-3d,90,,The MIT License,0,0,2,0,2024-08-29
powerserve-project/PowerServe,https://github.com/powerserve-project/PowerServe,88,High-speed and easy-use LLM serving framework for local deployment,Apache License 2.0,0,0,2,0,2025-01-14
MothSynths/MothOS,https://github.com/MothSynths/MothOS,79,,The MIT License,0,0,2,0,2024-08-04
fujitatomoya/rcl_logging_syslog,https://github.com/fujitatomoya/rcl_logging_syslog,74,rcl_logging_syslog is alternative logging backend implementation that can be used for ROS 2 application via rcl_logging_interface.,Apache License 2.0,0,0,2,0,2024-08-22
FelipesCoding/cloth_simulation,https://github.com/FelipesCoding/cloth_simulation,74,,The MIT License,0,0,2,0,2024-08-05
loongOpen/Openloong-dyn-control,https://github.com/loongOpen/Openloong-dyn-control,72,Whole-Body Dynamics Control Software Package for Humanoid Robots,Apache License 2.0,0,0,2,0,2024-08-28
InternLM/turbomind,https://github.com/InternLM/turbomind,67,,Apache License 2.0,0,0,2,0,2024-08-29
Boey-li/AdaptiGraph,https://github.com/Boey-li/AdaptiGraph,59,[RSS 2024] AdaptiGraph: Material-Adaptive Graph-Based Neural Dynamics for Robotic Manipulation,The MIT License,0,0,2,0,2024-07-11
microsoft/aitour-exploring-cutting-edge-models,https://github.com/microsoft/aitour-exploring-cutting-edge-models,54,,The MIT License,0,0,2,0,2024-07-09
nzfeng/signed-heat-demo,https://github.com/nzfeng/signed-heat-demo,51,,The MIT License,0,0,2,0,2024-08-25
LaurieWired/SantaClausProblem,https://github.com/LaurieWired/SantaClausProblem,50,C++ solution and demonstration of the Santa Claus concurrency problem,Apache License 2.0,0,0,2,0,2024-12-21
blackcoffeerobotics/vector_pursuit_controller,https://github.com/blackcoffeerobotics/vector_pursuit_controller,48,Implementation of vector pursuit path following controller as a nav2 plugin,Apache License 2.0,0,0,2,0,2024-07-26
Bigfoot71/r3d-legacy,https://github.com/Bigfoot71/r3d-legacy,48,Advanced 3D rendering library for raylib,Zlib/libpng License,0,0,2,0,2024-12-11
udaysankar01/xfeat_cpp,https://github.com/udaysankar01/xfeat_cpp,46,The C++ Implementation of XFeat (Accelerated Features).,Apache License 2.0,0,0,2,0,2024-07-25
MircoWerner/ReSTIR-SSS,https://github.com/MircoWerner/ReSTIR-SSS,41,"Source code for the paper ""ReSTIR Subsurface Scattering for Real-Time Path Tracing"" (HPG 2024)",The MIT License,0,0,2,0,2024-07-11
orosmatthew/nnm,https://github.com/orosmatthew/nnm,40,"A ""No-Nonsense"", C++ 17, single-header-only Math library geared towards graphics programming",The MIT License,0,0,2,0,2024-07-18
junwon-vision/EvSemMap,https://github.com/junwon-vision/EvSemMap,39,Evidential Semantic Mapping (IROS 2024),The MIT License,0,0,2,0,2024-08-02
cneuralnetwork/Neural-Networks-in-every-Language,https://github.com/cneuralnetwork/Neural-Networks-in-every-Language,29,simply neural networks in every language,The MIT License,0,0,2,0,2024-09-30
DataZooDE/flapi,https://github.com/DataZooDE/flapi,22,API Framework heavily relying on the power of DuckDB and DuckDB extensions. Ready to build performant and cost-efficient APIs on top of BigQuery or Snowflake  for AI Agents and Data Apps,Apache License 2.0,0,0,2,0,2024-09-29
MarioSieg/magnetron,https://github.com/MarioSieg/magnetron,523,"(WIP) A small but powerful, homemade PyTorch from scratch.",Apache License 2.0,0,0,1,0,2025-01-02
lisyarus/webgpu-raytracer,https://github.com/lisyarus/webgpu-raytracer,313,A software raytracing engine written in WebGPU,The MIT License,0,0,1,0,2024-12-18
can1357/hvdetecc,https://github.com/can1357/hvdetecc,216,Collection of hypervisor detections,The MIT License,0,0,1,0,2024-09-24
uglickih-sashechker/seed-phrase-generator,https://github.com/uglickih-sashechker/seed-phrase-generator,207,,Apache License 2.0,0,0,1,0,2025-01-20
tekknolagi/full-beans,https://github.com/tekknolagi/full-beans,203,,The MIT License,0,0,1,0,2024-09-06
legubiao/quadruped_ros2_control,https://github.com/legubiao/quadruped_ros2_control,172,ROS2-Control implementations for Quadruped robots,Apache License 2.0,0,0,1,0,2024-09-09
HHgzs/TJURM-2024,https://github.com/HHgzs/TJURM-2024,159,北洋机甲2024自瞄框架,Apache License 2.0,0,0,1,0,2024-08-15
Dante-Leoncini/Whisk3D,https://github.com/Dante-Leoncini/Whisk3D,133,Whisk 3D (ex Blendersito) es un Clon 100% libre de blender,The MIT License,0,0,1,0,2024-08-30
BernKing/ChromeStealer,https://github.com/BernKing/ChromeStealer,125,ChromeStealer is a tool for educational purposes to demonstrate how to extract and decrypt stored passwords from Google Chrome on a Windows system using C/C++. ,The MIT License,0,0,1,0,2024-07-14
x86matthew/NES-Emulator,https://github.com/x86matthew/NES-Emulator,111,NES emulator written in C/C++ using pure WinAPI,The MIT License,0,0,1,0,2025-02-05
mojyack/shortwire,https://github.com/mojyack/shortwire,107,minimal yet working VPN daemon for Linux,The MIT License,0,0,1,0,2024-07-28
MrNeRF/Light_Glue_CPP,https://github.com/MrNeRF/Light_Glue_CPP,98,"CPP Implementation of ""LightGlue: Local Feature Matching at Light Speed"" ",Apache License 2.0,0,0,1,0,2024-11-26
