name,url,stars,description,license,question_issues,help_wanted_issues,total_issues,community_score,created_at
microsoft/Document-Knowledge-Mining-Solution-Accelerator,https://github.com/microsoft/Document-Knowledge-Mining-Solution-Accelerator,69,"Solution accelerator built on Azure OpenAI Service and Azure AI Document Intelligence to process and extract summaries, entities, and metadata from unstructured, multi-modal documents and enable searching and chatting over this data.",The MIT License,0,0,38,0,2024-09-19
Webreaper/SolisAgileManager,https://github.com/Webreaper/SolisAgileManager,17,Solis Inverter Manager for Octopus Agile Tariffs,The MIT License,0,0,31,0,2025-01-08
yn01-dev/Lua-CSharp,https://github.com/yn01-dev/Lua-CSharp,303,High performance Lua interpreter implemented in C# for .NET and Unity,The MIT License,0,0,29,0,2024-09-20
FireCubeStudios/DarkSky,https://github.com/FireCubeStudios/DarkSky,195,BlueSky client for Windows 10/11,The MIT License,0,0,29,0,2024-11-12
DuendeSoftware/foss,https://github.com/DuendeSoftware/foss,50,Duende's Free and Open Source software.,Apache License 2.0,0,0,27,0,2024-10-04
dotnet/xcsync,https://github.com/dotnet/xcsync,22,xcsync is designed to provide .NET developers with improved support for editing Apple specific files for MAUI and .NET for iOS/tvOS/macOS/macCatalyst projects.,The MIT License,0,0,27,0,2024-08-08
marinasundstrom/CheckedExceptions,https://github.com/marinasundstrom/CheckedExceptions,16,Enforce better exception handling in C#/.NET by ensuring exceptions are explicitly handled.,The MIT License,0,0,23,0,2024-11-12
StarKRE22/Atomic,https://github.com/StarKRE22/Atomic,34,Architectural framework for developing games in C# and Unity,The MIT License,0,0,22,0,2024-08-13
RiversideValley/Toolkit,https://github.com/RiversideValley/Toolkit,16,The ultimate toolkit for building modern apps.,The MIT License,0,0,22,0,2024-10-11
Delt06/aaaa-rp,https://github.com/Delt06/aaaa-rp,46,🌟 A Scriptable Render Pipeline (SRP) featuring modern high fidelity rendering techniques.,The MIT License,0,0,19,0,2024-07-07
specklesystems/speckle-sharp-connectors,https://github.com/specklesystems/speckle-sharp-connectors,30,Speckle Connectors V3,Apache License 2.0,0,0,19,0,2024-07-04
esdg/GodotSceneManager,https://github.com/esdg/GodotSceneManager,22,The Scene Manager plugin enhances your Godot development workflow by providing a visual graph editor for managing transitions between scenes.,The MIT License,0,0,18,0,2024-07-12
jenius-apps/beeskie,https://github.com/jenius-apps/beeskie,95,A Windows app for Bluesky,The MIT License,0,0,16,0,2024-11-14
syncfusion/maui-toolkit,https://github.com/syncfusion/maui-toolkit,328,"Syncfusion Toolkit for .NET MAUI offers high-quality UI controls to help you build rich, high-performance applications for iOS, Android, macOS, and Windows from a single codebase",The MIT License,0,0,14,0,2024-10-03
publicrust/rust-analyzer,https://github.com/publicrust/rust-analyzer,17,,The MIT License,0,0,14,0,2024-11-27
BAndysc/AvaloniaVisualBasic6,https://github.com/BAndysc/AvaloniaVisualBasic6,1370,A recreation of the classic Visual Basic 6 IDE and language in C# with Avalonia,The MIT License,0,0,12,0,2024-11-07
SakiRinn/LiveCaptions-Translator,https://github.com/SakiRinn/LiveCaptions-Translator,226,A real-time speech translation tool based on Windows LiveCaptions.,The MIT License,0,0,12,0,2024-09-13
VedalAI/neuro-game-sdk,https://github.com/VedalAI/neuro-game-sdk,210,Neuro Game API + SDK for allowing Neuro to play games,The MIT License,0,0,12,0,2024-12-04
friflo/Friflo.Engine.ECS,https://github.com/friflo/Friflo.Engine.ECS,253,High-performance C# ECS,The MIT License,0,0,11,0,2024-07-24
SharpLogic/LightNap,https://github.com/SharpLogic/LightNap,72,LightNap (lightweight .NET/Angular/PrimeNG) is a full stack starter kit designed to provide a boost to Single Page Applications (SPA).,The MIT License,0,0,11,0,2024-10-11
DevOpsVisions/question2answer-automation-toolkit,https://github.com/DevOpsVisions/question2answer-automation-toolkit,22,Question2Answer Automation Toolkit,The MIT License,0,0,11,0,2024-07-29
Dotnetflare/dotnetflare,https://github.com/Dotnetflare/dotnetflare,16,Dotnet Flare is an extensive open-source repository designed to cover the entire world of C# and .NET programming.,The MIT License,0,0,11,0,2024-10-14
dragonloverlord/RyujinxBackup,https://github.com/dragonloverlord/RyujinxBackup,15,,The MIT License,0,0,11,0,2024-10-01
AwesomeAssertions/AwesomeAssertions,https://github.com/AwesomeAssertions/AwesomeAssertions,497,A fork of FluentAssertions controlled by the community.,Apache License 2.0,0,0,10,0,2025-01-14
mohammadKarimi/Riter,https://github.com/mohammadKarimi/Riter,215,"Riter is not a pen, it's your mind.",The MIT License,0,0,10,0,2024-08-23
LittleLittleCloud/StepWise,https://github.com/LittleLittleCloud/StepWise,107,"A C# framework to build, visualize and execute event-driven workflow",The MIT License,0,0,10,0,2024-09-10
Vertex-Form-3D/vertexform3d-unity-vr-starterkit,https://github.com/Vertex-Form-3D/vertexform3d-unity-vr-starterkit,67,Open Source unity vr multiplayer framework,The MIT License,0,0,10,0,2025-01-18
thomasgalliker/CameraScanner.Maui,https://github.com/thomasgalliker/CameraScanner.Maui,48,Camera preview and barcode scanner for .NET MAUI apps,The MIT License,0,0,9,0,2024-07-03
FlorianButz/DynamicWin,https://github.com/FlorianButz/DynamicWin,152,A Dynamic Island inspired app for Windows machines. ,Creative Commons Attribution Share Alike 4.0 International,0,0,8,0,2024-07-28
AArnott/Nerdbank.MessagePack,https://github.com/AArnott/Nerdbank.MessagePack,74,A .NET MessagePack serialization library with great performance and simplicity.,The MIT License,0,0,8,0,2024-10-27
microsoft/micronaire,https://github.com/microsoft/micronaire,49,A RAG evaluation pipeline for Semantic Kernel,The MIT License,0,0,8,0,2024-09-27
dcronqvist/DotTiled,https://github.com/dcronqvist/DotTiled,32,📚 A .NET library for loading Tiled maps and tilesets,The MIT License,0,0,8,0,2024-07-21
spotflow-io/in-memory-azure-test-sdk,https://github.com/spotflow-io/in-memory-azure-test-sdk,29,"Drop-in fakes of Azure .NET SDKs to make your tests runnable locally, without real infrastructure, blazing-fast and reliable.",The MIT License,0,0,8,0,2024-08-09
sousou63/DarkRP,https://github.com/sousou63/DarkRP,22,S&Box roleplay gamemode,The MIT License,0,0,8,0,2024-08-07
NimblePros/Metronome,https://github.com/NimblePros/Metronome,19,A simple tool for tracking Database and Http calls per ASP.NET Core request.,The MIT License,0,0,8,0,2024-12-18
vbandi/RxAI,https://github.com/vbandi/RxAI,19,The RX.Net Way to AI,The MIT License,0,0,8,0,2024-10-11
friflo/friflo-ecs-unity,https://github.com/friflo/friflo-ecs-unity,17,friflo ECS · Unity C# extension package,The MIT License,0,0,8,0,2024-09-04
Space-Kobold/Alpha-Paradox,https://github.com/Space-Kobold/Alpha-Paradox,16,,The MIT License,0,0,8,0,2024-12-19
WPFDevelopersOrg/XNode,https://github.com/WPFDevelopersOrg/XNode,172,可视化程序编辑器，类似虚幻引擎的蓝图。A visual programming editor similar to Unreal Engine's Blueprint.,The MIT License,0,0,7,0,2024-08-04
Drommedhar/DlssUpdater,https://github.com/Drommedhar/DlssUpdater,138,"DlssUpdater is a tool to conveniently configure all 3 instances of DLSS libraries (Upscaling, Ray Reconstruction, Frame Generation) used by your games.",The MIT License,0,0,7,0,2024-09-24
Azure-Samples/gen-ai-bot-in-a-box,https://github.com/Azure-Samples/gen-ai-bot-in-a-box,54,This template deploys a Generative AI Virtual Assistant using Azure OpenAI and Bot Framework.,The MIT License,0,0,7,0,2024-08-02
glutzer/SneedSmoother,https://github.com/glutzer/SneedSmoother,30,,The MIT License,0,0,7,0,2024-07-26
BAndysc/Classic.Avalonia,https://github.com/BAndysc/Classic.Avalonia,230,Classic Theme and Controls for Avalonia,The MIT License,0,0,6,0,2024-10-15
Project-GagSpeak/client,https://github.com/Project-GagSpeak/client,29,Cordelia's Passion Project in it's Final Form. A project for all BDSM Enjoyers to have as a free tool for fun and enjoyment. ♥,Apache License 2.0,0,0,6,0,2024-11-23
hpavlo/Rememory,https://github.com/hpavlo/Rememory,24,Rememory | Clipboard Manager,The MIT License,0,0,6,0,2024-12-15
Darkdriller/PowerToys-Run-LocalLLm,https://github.com/Darkdriller/PowerToys-Run-LocalLLm,16,use Local LLM on PowerToys Run,The MIT License,0,0,6,0,2024-08-19
builtbybel/SuperMSConfig,https://github.com/builtbybel/SuperMSConfig,375,MSConfig of our dreams...,The MIT License,0,0,5,0,2024-08-31
sdcb/chats,https://github.com/sdcb/chats,255,Flexible frontend for managing and deploying language models.,Apache License 2.0,0,0,5,0,2024-11-11
LSXPrime/SoundFlow,https://github.com/LSXPrime/SoundFlow,162,"A powerful and extensible cross-platform .NET audio engine. provides comprehensive audio processing capabilities including playback, recording, effects, analysis, and visualization, built with a modular and high-performance architecture.",The MIT License,0,0,5,0,2025-02-08
microsoft/profile-explorer,https://github.com/microsoft/profile-explorer,136,CPU profiling trace viewer,The MIT License,0,0,5,0,2024-08-13
Hona/VerticalSliceArchitecture,https://github.com/Hona/VerticalSliceArchitecture,88,"Spend less time over-engineering, and more time coding. The template has a focus on convenience, and developer confidence. Vertical Slice Architecture 🎈",The MIT License,0,0,5,0,2024-07-13
aws/integrations-on-dotnet-aspire-for-aws,https://github.com/aws/integrations-on-dotnet-aspire-for-aws,61,This repositry contains the integrations with .NET Aspire for AWS.,MIT No Attribution,0,0,5,0,2024-11-01
yuto-trd/ReDocking,https://github.com/yuto-trd/ReDocking,56,Docking UI library for Avalonia like JetBrains IDEs.,The MIT License,0,0,5,0,2024-08-19
madskristensen/SqlFormatter,https://github.com/madskristensen/SqlFormatter,38,,Apache License 2.0,0,0,5,0,2024-08-09
kwan3854/TextMeshProMax,https://github.com/kwan3854/TextMeshProMax,26,The ultimate Unity Text Mesh Pro helper package.,The MIT License,0,0,5,0,2024-11-30
emako/wpfui.violeta,https://github.com/emako/wpfui.violeta,26,"WPF UI Violeta is based on WPF UI, and provides the Fluent experience in your known and loved WPF framework.",The MIT License,0,0,5,0,2024-08-13
lilxyzw/lilEditorToolbox,https://github.com/lilxyzw/lilEditorToolbox,18,,The MIT License,0,0,5,0,2024-08-17
chrisg32/AvaloniaPdfViewer,https://github.com/chrisg32/AvaloniaPdfViewer,16,A customizable control for viewing PDFs using Avalonia UI.,The MIT License,0,0,5,0,2024-07-29
dennisdoomen/reflectify,https://github.com/dennisdoomen/reflectify,63,Simple source only reflection library with default interface property support,The MIT License,0,0,4,0,2024-10-20
ninjamode/Unity-VR-Gaussian-Splatting,https://github.com/ninjamode/Unity-VR-Gaussian-Splatting,56,VR-capable version of Gaussian Splatting for Unity,The MIT License,0,0,4,0,2024-10-31
UnicordDev/UniSky,https://github.com/UnicordDev/UniSky,56,"A BlueSky client for Windows 11, Windows 10 and Windows 10 Mobile",The MIT License,0,0,4,0,2024-10-26
CyberAgentGameEntertainment/BuildMagic,https://github.com/CyberAgentGameEntertainment/BuildMagic,44,An utility to manage multiple build schemes such as development and release for Unity.,The MIT License,0,0,4,0,2024-11-28
NeverMorewd/Lemon.ModuleNavigation,https://github.com/NeverMorewd/Lemon.ModuleNavigation,36,"A lightweight module navigation framework built on top of the Microsoft Dependency Injection (MSDI) for AvaloniaUI, WPF and .net-xaml-platforms else. Support nativeAot",The MIT License,0,0,4,0,2024-09-27
cnbluefire/MiDropShellExtForWindows11,https://github.com/cnbluefire/MiDropShellExtForWindows11,31,Windows11版小米电脑管家右键菜单,The MIT License,0,0,4,0,2024-11-14
teutinsa/Helldivers2ModManager,https://github.com/teutinsa/Helldivers2ModManager,28,A Helldivers 2 Mod Manager,Apache License 2.0,0,0,4,0,2024-09-23
NotNite/WebfishingPlus,https://github.com/NotNite/WebfishingPlus,23,Mods for WEBFISHING,The MIT License,0,0,4,0,2024-10-20
Lyall/TalesOfGracesFFix,https://github.com/Lyall/TalesOfGracesFFix,21,A BepInEx plugin for Tales of Graces f Remastered that aims to add ultrawide/narrower support and more.,The MIT License,0,0,4,0,2025-01-18
emako/TiktokLiveRec,https://github.com/emako/TiktokLiveRec,18,Douyin/Tiktok Live Recorder with GUI | 抖音录播无人值守立即上手,The MIT License,0,0,4,0,2024-10-21
unifiedfx/UFX.Relay,https://github.com/unifiedfx/UFX.Relay,18,,The MIT License,0,0,4,0,2024-07-26
Lyall/PoPTLCFix,https://github.com/Lyall/PoPTLCFix,16,"A BepInEx plugin for Prince of Persia: The Lost Crown that adds custom resolutions, ultrawide/narrower support and more.",The MIT License,0,0,4,0,2024-08-17
Ylianst/HTCommander,https://github.com/Ylianst/HTCommander,15,"HAM Radio control tool for the UV-Pro, GA-5WB, VR-N76, VR-N7500 radios. Allows for easy control over your radio and APRS messaging.",Apache License 2.0,0,0,4,0,2025-01-19
hassanhabib/EventHighway,https://github.com/hassanhabib/EventHighway,14,Standard-Compliant Event Pub/Sub Management Library,The MIT License,0,0,4,0,2024-11-02
microsoft/Generative-AI-for-beginners-dotnet,https://github.com/microsoft/Generative-AI-for-beginners-dotnet,293,"Five lessons, learn how to really apply AI to your .NET Applications",The MIT License,0,0,3,0,2025-01-10
danpdc/cleanArchitectureTemplate,https://github.com/danpdc/cleanArchitectureTemplate,179,,The MIT License,0,0,3,0,2024-09-15
PavlikBender/ScreTran,https://github.com/PavlikBender/ScreTran,153,"Простой экранный переводчик, screen translator",The MIT License,0,0,3,0,2024-07-14
suncloudsmoon/TextCraft,https://github.com/suncloudsmoon/TextCraft,116,Integrates AI tools into Microsoft Word,The MIT License,0,0,3,0,2024-09-02
JDKaim/HuskySwap,https://github.com/JDKaim/HuskySwap,80,HuskySwap Project.,The MIT License,0,0,3,0,2024-10-03
IntptrMax/YoloSharp,https://github.com/IntptrMax/YoloSharp,74,Train Yolo with C#,Apache License 2.0,0,0,3,0,2024-10-28
stbychkov/AutoLoggerMessage,https://github.com/stbychkov/AutoLoggerMessage,70,A source generator that automatically migrates your logging calls to the LoggerMessage version,The MIT License,0,0,3,0,2024-11-27
akpaevj/onec-debug-adapter,https://github.com/akpaevj/onec-debug-adapter,55,,The MIT License,0,0,3,0,2024-10-07
RonenNess/Iguina,https://github.com/RonenNess/Iguina,36,"Iguina is a framework-agnostic, cross platform, modern UI system for C#.",The MIT License,0,0,3,0,2024-07-14
MackinnonBuck/blazor-js-components,https://github.com/MackinnonBuck/blazor-js-components,34,,The MIT License,0,0,3,0,2024-10-03
spectreconsole/examples,https://github.com/spectreconsole/examples,31,Contains examples for the Spectre.Console library.,The MIT License,0,0,3,0,2024-08-05
Zgoly/MultiBloxy,https://github.com/Zgoly/MultiBloxy,27,MultiBloxy is a Windows application designed to manage and control multiple Roblox instances efficiently. It provides a convenient way to open multiple instances for different accounts and offers various options to manage them directly from the system tray.,The MIT License,0,0,3,0,2024-10-31
sakasakiking/FusionX,https://github.com/sakasakiking/FusionX,27,Theme for Playnite Desktop Mode,The MIT License,0,0,3,0,2024-08-22
MarcellVokk/aio-launcher,https://github.com/MarcellVokk/aio-launcher,26,,The MIT License,0,0,3,0,2024-08-31
HartsyAI/SwarmUI-MagicPromptExtension,https://github.com/HartsyAI/SwarmUI-MagicPromptExtension,23,,The MIT License,0,0,3,0,2024-08-18
CppCXY/LanguageServer.Framework,https://github.com/CppCXY/LanguageServer.Framework,23,Supports the latest Language Server Protocol and AOT (Ahead-of-Time) compilation.,The MIT License,0,0,3,0,2024-07-11
CppCXY/LanguageServer.Framework,https://github.com/CppCXY/LanguageServer.Framework,23,Supports the latest Language Server Protocol and AOT (Ahead-of-Time) compilation.,The MIT License,0,0,3,0,2024-07-11
microsoft/AzDevOpsDemoGenerator,https://github.com/microsoft/AzDevOpsDemoGenerator,23,"Azure DevOps Demo Generator helps teams create projects on their Team Services account with pre-populated sample content that includes source code, work items, iterations, service endpoints, build and release definitions based on a chosen template",The MIT License,0,0,3,0,2024-11-20
ZGGSONG/LangIndicator,https://github.com/ZGGSONG/LangIndicator,23,Windows平台的输入法中英文切换指示器,The MIT License,0,0,3,0,2024-11-28
eviltwo/InputGlyphs,https://github.com/eviltwo/InputGlyphs,22,Displays glyphs (icons) of keyboard & mouse or controller buttons detected by Unity's InputSystem.,The MIT License,0,0,3,0,2024-07-04
Azure-Samples/netaivideoanalyzer,https://github.com/Azure-Samples/netaivideoanalyzer,19,"This repository contains a series of samples on how to analyse a video using multimodal Large Language Models, like GPT-4o or GPT-4o-mini.",The MIT License,0,0,3,0,2024-11-05
sthewissen/Plugin.Maui.Crosswind,https://github.com/sthewissen/Plugin.Maui.Crosswind,19,"A utility-first design framework for .NET MAUI that brings the simplicity and flexibility of utility-based styling to XAML. Inspired by the likes of Tailwind CSS, Crosswind offers developers a streamlined way to create modern, consistent UIs.",The MIT License,0,0,3,0,2025-01-07
desjoerd/OptionalValues,https://github.com/desjoerd/OptionalValues,18,,The MIT License,0,0,3,0,2024-10-22
connorivy/MockMe,https://github.com/connorivy/MockMe,16,The concrete type mocking library for .NET,The MIT License,0,0,3,0,2024-10-24
KadenZombie8/BIMOS,https://github.com/KadenZombie8/BIMOS,15,Open-source physics-based VR player controller inspired by Boneworks,The MIT License,0,0,3,0,2024-10-29
qweasfjbv/ProceduralMapGenerator,https://github.com/qweasfjbv/ProceduralMapGenerator,14,:hand: 2D Procedural Map Generator and Auto Tiler in Unity,The MIT License,0,0,3,0,2024-10-03
LeiQiaoZhi/Easy-Text-Effects-for-Unity,https://github.com/LeiQiaoZhi/Easy-Text-Effects-for-Unity,465,"An open-source Unity package for animating TextMeshPro text with customizable effects. Includes ready-to-use samples, real-time previews, and per-vertex animation capabilities.",The MIT License,0,0,2,0,2024-12-23
LSXPrime/Aegis,https://github.com/LSXPrime/Aegis,210,"Aegis is a robust and flexible .NET licensing library that simplifies the implementation of various licensing models for your applications. It offers strong security features, both online and offline validation, and easy integration with your existing projects. Securely manage your software licenses with Aegis.",The MIT License,0,0,2,0,2024-08-12
BotRandomness/CODE-DMG,https://github.com/BotRandomness/CODE-DMG,195,"CODE-DMG, a Gameboy emulator, written in C#.",The MIT License,0,0,2,0,2025-01-02
Friends-Security/SharpExclusionFinder,https://github.com/Friends-Security/SharpExclusionFinder,186,"Tool designed to find folder exclusions using Windows Defender using command line utility MpCmdRun.exe as a low privileged user, without relying on event logs",The MIT License,0,0,2,0,2024-10-04
IIIImmmyyy/AntiOllvm,https://github.com/IIIImmmyyy/AntiOllvm,145,AntiOllvm Fla with Fake Runtime,Apache License 2.0,0,0,2,0,2024-12-19
cdrinmatane/SSRT3,https://github.com/cdrinmatane/SSRT3,79,Real-time global illumination using screen-space information for Unity HDRP,The MIT License,0,0,2,0,2024-08-20
wieslawsoltes/ReactiveGenerator,https://github.com/wieslawsoltes/ReactiveGenerator,76,"ReactiveGenerator is a modern C# source generator that automates property change notification implementation, supporting both standard INotifyPropertyChanged and ReactiveUI patterns. ",The MIT License,0,0,2,0,2024-11-18
mehmetozkaya/EshopModularMonoliths,https://github.com/mehmetozkaya/EshopModularMonoliths,73,"Modular Monoliths on .NET used ASP.NET Web API, Docker, PostgreSQL, Redis, RabbitMQ, Keycloak, Seq, MassTransit, Entity Framework Core, CQRS, MediatR, DDD, Vertical Slice Architecture and Outbox pattern implementation with using latest features of .NET 8 and C# 12",The MIT License,0,0,2,0,2024-07-14
