# Logfile created on 2021-02-22 08:51:32 +0000 by logger.rb/56438
[2021-02-22T08:51:32+00:00] INFO: Started chef-zero at chefzero://localhost:8889 with repository at /opt/gitlab/embedded
  One version per cookbook

[2021-02-22T08:51:32+00:00] INFO: Forking chef instance to converge...
[2021-02-22T08:51:32+00:00] INFO: *** Chef 12.12.15 ***
[2021-02-22T08:51:32+00:00] INFO: Platform: x86_64-linux
[2021-02-22T08:51:32+00:00] INFO: Chef-client pid: 26
[2021-02-22T08:51:33+00:00] WARN: unable to detect ipaddress
[2021-02-22T08:51:33+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: chefzero://localhost:8889/nodes/gitlab.example.com
[2021-02-22T08:51:33+00:00] INFO: Setting the run_list to ["recipe[gitlab]"] from CLI options
[2021-02-22T08:51:33+00:00] INFO: Run List is [recipe[gitlab]]
[2021-02-22T08:51:33+00:00] INFO: Run List expands to [gitlab]
[2021-02-22T08:51:33+00:00] INFO: Starting Chef Run for gitlab.example.com
[2021-02-22T08:51:33+00:00] INFO: Running start handlers
[2021-02-22T08:51:33+00:00] INFO: Start handlers complete.
[2021-02-22T08:51:33+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: 
[2021-02-22T08:51:33+00:00] INFO: Loading cookbooks [gitlab@0.0.1, runit@0.14.2, package@0.0.0]
[2021-02-22T08:51:33+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/aws.yml.erb in the cache.
[2021-02-22T08:51:33+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-status.conf.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/postgresql-init.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/redis.conf.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-redis-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-nginx-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitaly-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-workhorse-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-prometheus-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-unicorn-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/logrotate.conf.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-postgres-exporter-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-logrotate-control-t.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-prometheus-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-unicorn-control-t.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-workhorse-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/mount_point_check.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx.conf.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-nginx-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-registry-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/config.json.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mattermost-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mattermost-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-redis-exporter-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/registry-config.yml.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-logrotate-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-node-exporter-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-nginx-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitconfig-system.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-ci-rc.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-sidekiq-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-node-exporter-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-redis-exporter-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitaly-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-gitlab-http.conf.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitaly-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/postgresql.conf.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mailroom-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/logrotate-service.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/prometheus.yml.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-postgresql-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-node-exporter-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mailroom-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/nginx-gitlab-registry-http.conf.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-postgresql-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-monitor-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mailroom-finish.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-monitor-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-postgres-exporter-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-logrotate-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-pages-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-rails-rc.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/smtp_settings.rb.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-healthcheck-rc.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-redis-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitconfig.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-rails-error.html.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-remote-syslog-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-gitlab-monitor-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-prometheus-log-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-remote-syslog-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-sidekiq-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-redis-run.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab.yml.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/rack_attack.rb.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/relative_url.rb.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/database.yml.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/gitlab-shell-config.yml.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-postgresql-control-t.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/templates/default/sv-mattermost-log-config.erb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/gitlab/metadata.rb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/recipes/default.rb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/recipes/sysvinit.rb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/recipes/systemd.rb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/recipes/upstart.rb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/definitions/runit_service.rb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/attributes/default.rb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/files/default/gitlab-runsvdir.conf in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/files/default/gitlab-runsvdir.service in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/README.md in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/package/attributes/default.rb in the cache.
[2021-02-22T08:51:34+00:00] INFO: Storing updated cookbooks/runit/metadata.rb in the cache.
[2021-02-22T08:51:34+00:00] WARN: Skipped selecting an init system because it looks like we are running in a container
[2021-02-22T08:51:35+00:00] INFO: directory[/opt/gitlab/embedded/etc] created directory /opt/gitlab/embedded/etc
[2021-02-22T08:51:35+00:00] INFO: directory[/opt/gitlab/embedded/etc] owner changed to 0
[2021-02-22T08:51:35+00:00] INFO: directory[/opt/gitlab/embedded/etc] group changed to 0
[2021-02-22T08:51:35+00:00] INFO: directory[/opt/gitlab/embedded/etc] mode changed to 755
[2021-02-22T08:51:35+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] created file /opt/gitlab/embedded/etc/gitconfig
[2021-02-22T08:51:35+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] updated file contents /opt/gitlab/embedded/etc/gitconfig
[2021-02-22T08:51:35+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] mode changed to 755
[2021-02-22T08:51:35+00:00] INFO: directory[/opt/gitlab/embedded/service/gitlab-shell/hooks/] owner changed to 998
